orderId;clientId;product;gender;orderdate;Quantity;Price
158;92;h;female;05/01/2017;1;26
158;92;a;female;05/01/2017;1;14
158;92;g;female;05/01/2017;2;5
158;92;c;female;05/01/2017;2;9
158;92;g;female;05/01/2017;2;5
159;141;b;male;01/02/2017;3;22
159;141;g;male;01/02/2017;2;5
159;141;d;male;01/02/2017;2;12
159;141;f;male;01/02/2017;1;24
159;141;e;male;01/02/2017;3;30
159;141;a;male;01/02/2017;3;14
159;141;b;male;01/02/2017;2;22
160;194;h;male;20/03/2017;2;26
160;194;g;male;20/03/2017;1;5
160;194;a;male;20/03/2017;2;14
160;194;f;male;20/03/2017;1;24
160;194;b;male;20/03/2017;1;22
161;219;d;male;11/03/2017;3;12
161;219;f;male;11/03/2017;2;24
161;219;e;male;11/03/2017;1;30
162;112;d;male;14/03/2017;1;12
162;112;e;male;14/03/2017;2;30
162;112;g;male;14/03/2017;1;5
163;58;a;female;11/03/2017;2;14
163;58;d;female;11/03/2017;3;12
163;58;g;female;11/03/2017;2;5
163;58;f;female;11/03/2017;2;24
163;58;h;female;11/03/2017;3;26
163;58;e;female;11/03/2017;1;30
163;58;b;female;11/03/2017;2;22
164;86;a;female;22/01/2017;3;14
164;86;e;female;22/01/2017;1;30
164;86;h;female;22/01/2017;3;26
164;86;i;female;22/01/2017;3;32
164;86;a;female;22/01/2017;2;14
164;86;c;female;22/01/2017;1;9
165;148;e;female;19/03/2017;2;30
165;148;h;female;19/03/2017;3;26
165;148;a;female;19/03/2017;1;14
166;73;d;male;29/01/2017;3;12
166;73;b;male;29/01/2017;3;22
166;73;g;male;29/01/2017;2;5
167;104;h;female;11/02/2017;2;26
167;104;g;female;11/02/2017;3;5
167;104;a;female;11/02/2017;1;14
167;104;d;female;11/02/2017;2;12
168;128;a;female;19/03/2017;2;14
168;128;g;female;19/03/2017;3;5
169;57;e;male;17/02/2017;3;30
169;57;a;male;17/02/2017;2;14
170;31;d;female;08/03/2017;3;12
170;31;g;female;08/03/2017;1;5
170;31;g;female;08/03/2017;3;5
170;31;g;female;08/03/2017;3;5
170;31;d;female;08/03/2017;2;12
170;31;g;female;08/03/2017;3;5
170;31;h;female;08/03/2017;2;26
170;31;a;female;08/03/2017;1;14
171;94;h;female;04/02/2017;2;26
171;94;d;female;04/02/2017;1;12
171;94;h;female;04/02/2017;1;26
172;241;d;female;12/01/2017;1;12
173;59;a;female;18/03/2017;3;14
173;59;i;female;18/03/2017;3;32
173;59;c;female;18/03/2017;3;9
173;59;h;female;18/03/2017;3;26
173;59;e;female;18/03/2017;2;30
173;59;b;female;18/03/2017;3;22
173;59;h;female;18/03/2017;3;26
173;59;f;female;18/03/2017;3;24
173;59;g;female;18/03/2017;2;5
174;73;a;male;24/01/2017;3;14
174;73;i;male;24/01/2017;2;32
174;73;i;male;24/01/2017;1;32
174;73;d;male;24/01/2017;2;12
174;73;b;male;24/01/2017;3;22
174;73;f;male;24/01/2017;2;24
174;73;a;male;24/01/2017;1;14
175;203;d;female;11/01/2017;2;12
175;203;d;female;11/01/2017;1;12
175;203;h;female;11/01/2017;3;26
175;203;a;female;11/01/2017;1;14
175;203;b;female;11/01/2017;2;22
175;203;e;female;11/01/2017;1;30
175;203;d;female;11/01/2017;2;12
176;183;g;female;09/04/2017;1;5
176;183;e;female;09/04/2017;1;30
176;183;h;female;09/04/2017;2;26
176;183;b;female;09/04/2017;2;22
176;183;h;female;09/04/2017;3;26
177;24;b;female;17/02/2017;2;22
177;24;g;female;17/02/2017;1;5
177;24;g;female;17/02/2017;2;5
177;24;e;female;17/02/2017;1;30
177;24;e;female;17/02/2017;2;30
177;24;i;female;17/02/2017;2;32
178;119;g;male;02/03/2017;2;5
178;119;b;male;02/03/2017;2;22
178;119;a;male;02/03/2017;2;14
179;55;a;male;26/03/2017;3;14
179;55;a;male;26/03/2017;1;14
179;55;c;male;26/03/2017;1;9
180;273;a;male;14/02/2017;2;14
180;273;h;male;14/02/2017;3;26
180;273;g;male;14/02/2017;1;5
180;273;d;male;14/02/2017;1;12
180;273;f;male;14/02/2017;2;24
181;242;c;female;08/02/2017;3;9
181;242;b;female;08/02/2017;1;22
181;242;h;female;08/02/2017;1;26
181;242;f;female;08/02/2017;2;24
181;242;g;female;08/02/2017;3;5
181;242;f;female;08/02/2017;2;24
182;13;e;female;14/03/2017;1;30
182;13;f;female;14/03/2017;1;24
182;13;f;female;14/03/2017;3;24
182;13;d;female;14/03/2017;2;12
183;101;d;male;16/03/2017;2;12
183;101;d;male;16/03/2017;2;12
183;101;a;male;16/03/2017;1;14
183;101;i;male;16/03/2017;1;32
183;101;a;male;16/03/2017;3;14
183;101;h;male;16/03/2017;3;26
184;277;g;male;25/03/2017;2;5
184;277;d;male;25/03/2017;3;12
185;221;c;female;19/02/2017;1;9
185;221;f;female;19/02/2017;3;24
185;221;g;female;19/02/2017;1;5
185;221;g;female;19/02/2017;3;5
186;193;f;female;04/01/2017;1;24
186;193;b;female;04/01/2017;2;22
186;193;e;female;04/01/2017;1;30
186;193;c;female;04/01/2017;1;9
186;193;a;female;04/01/2017;3;14
187;77;a;female;02/01/2017;2;14
187;77;f;female;02/01/2017;2;24
187;77;a;female;02/01/2017;1;14
187;77;g;female;02/01/2017;3;5
187;77;g;female;02/01/2017;2;5
187;77;c;female;02/01/2017;2;9
187;77;f;female;02/01/2017;1;24
187;77;f;female;02/01/2017;2;24
187;77;d;female;02/01/2017;3;12
188;105;g;female;07/03/2017;2;5
188;105;f;female;07/03/2017;3;24
188;105;d;female;07/03/2017;3;12
188;105;h;female;07/03/2017;1;26
188;105;a;female;07/03/2017;2;14
189;17;f;male;13/02/2017;3;24
189;17;d;male;13/02/2017;1;12
189;17;e;male;13/02/2017;1;30
189;17;a;male;13/02/2017;2;14
190;218;g;male;17/01/2017;1;5
190;218;a;male;17/01/2017;2;14
190;218;c;male;17/01/2017;3;9
190;218;h;male;17/01/2017;3;26
191;292;a;male;11/02/2017;1;14
191;292;e;male;11/02/2017;3;30
191;292;f;male;11/02/2017;3;24
192;291;g;female;11/04/2017;2;5
192;291;d;female;11/04/2017;1;12
192;291;e;female;11/04/2017;2;30
192;291;e;female;11/04/2017;3;30
192;291;d;female;11/04/2017;1;12
192;291;a;female;11/04/2017;1;14
193;266;d;female;15/01/2017;2;12
193;266;a;female;15/01/2017;2;14
193;266;h;female;15/01/2017;1;26
193;266;g;female;15/01/2017;2;5
193;266;g;female;15/01/2017;3;5
193;266;d;female;15/01/2017;2;12
193;266;h;female;15/01/2017;3;26
194;140;f;female;14/01/2017;3;24
194;140;b;female;14/01/2017;2;22
194;140;a;female;14/01/2017;2;14
195;251;a;male;06/03/2017;2;14
195;251;b;male;06/03/2017;1;22
195;251;f;male;06/03/2017;2;24
195;251;e;male;06/03/2017;2;30
195;251;e;male;06/03/2017;1;30
196;183;b;female;05/03/2017;3;22
196;183;i;female;05/03/2017;1;32
196;183;e;female;05/03/2017;1;30
196;183;b;female;05/03/2017;1;22
196;183;g;female;05/03/2017;1;5
196;183;h;female;05/03/2017;1;26
197;132;d;male;10/03/2017;1;12
197;132;d;male;10/03/2017;2;12
197;132;d;male;10/03/2017;1;12
197;132;d;male;10/03/2017;2;12
197;132;e;male;10/03/2017;2;30
197;132;g;male;10/03/2017;2;5
197;132;a;male;10/03/2017;3;14
197;132;e;male;10/03/2017;3;30
198;99;e;female;20/01/2017;1;30
198;99;b;female;20/01/2017;2;22
198;99;a;female;20/01/2017;2;14
198;99;a;female;20/01/2017;2;14
198;99;h;female;20/01/2017;2;26
199;55;c;male;14/02/2017;3;9
199;55;h;male;14/02/2017;3;26
199;55;e;male;14/02/2017;2;30
200;240;h;female;09/01/2017;2;26
200;240;h;female;09/01/2017;2;26
200;240;h;female;09/01/2017;3;26
200;240;a;female;09/01/2017;2;14
200;240;b;female;09/01/2017;3;22
200;240;e;female;09/01/2017;1;30
201;87;g;female;16/01/2017;3;5
201;87;d;female;16/01/2017;2;12
202;21;d;male;12/03/2017;3;12
202;21;f;male;12/03/2017;2;24
202;21;b;male;12/03/2017;3;22
202;21;e;male;12/03/2017;3;30
203;268;a;male;10/01/2017;3;14
203;268;d;male;10/01/2017;1;12
203;268;b;male;10/01/2017;1;22
203;268;d;male;10/01/2017;1;12
204;294;g;female;03/04/2017;2;5
204;294;d;female;03/04/2017;1;12
204;294;f;female;03/04/2017;2;24
204;294;g;female;03/04/2017;3;5
204;294;f;female;03/04/2017;1;24
205;282;g;male;24/02/2017;3;5
205;282;a;male;24/02/2017;1;14
205;282;d;male;24/02/2017;2;12
205;282;a;male;24/02/2017;2;14
206;282;e;male;14/02/2017;3;30
206;282;b;male;14/02/2017;1;22
206;282;h;male;14/02/2017;3;26
206;282;e;male;14/02/2017;2;30
206;282;d;male;14/02/2017;2;12
206;282;e;male;14/02/2017;1;30
206;282;a;male;14/02/2017;2;14
206;282;e;male;14/02/2017;1;30
207;45;e;female;02/04/2017;1;30
207;45;e;female;02/04/2017;3;30
207;45;a;female;02/04/2017;2;14
207;45;h;female;02/04/2017;2;26
208;225;i;male;02/03/2017;2;32
208;225;i;male;02/03/2017;3;32
208;225;g;male;02/03/2017;1;5
208;225;b;male;02/03/2017;1;22
208;225;h;male;02/03/2017;1;26
208;225;b;male;02/03/2017;3;22
209;97;i;male;30/01/2017;1;32
209;97;d;male;30/01/2017;3;12
209;97;e;male;30/01/2017;1;30
209;97;h;male;30/01/2017;1;26
210;139;a;male;14/01/2017;1;14
210;139;a;male;14/01/2017;3;14
210;139;a;male;14/01/2017;3;14
210;139;a;male;14/01/2017;2;14
210;139;b;male;14/01/2017;2;22
210;139;a;male;14/01/2017;2;14
211;15;b;female;28/01/2017;3;22
211;15;i;female;28/01/2017;3;32
211;15;a;female;28/01/2017;3;14
211;15;h;female;28/01/2017;2;26
212;199;g;female;29/03/2017;2;5
212;199;a;female;29/03/2017;1;14
212;199;f;female;29/03/2017;3;24
212;199;a;female;29/03/2017;1;14
212;199;d;female;29/03/2017;3;12
213;294;f;female;08/04/2017;1;24
213;294;g;female;08/04/2017;1;5
213;294;d;female;08/04/2017;1;12
214;107;g;male;27/01/2017;3;5
214;107;i;male;27/01/2017;2;32
214;107;d;male;27/01/2017;2;12
214;107;a;male;27/01/2017;2;14
214;107;i;male;27/01/2017;2;32
215;289;a;female;01/02/2017;3;14
215;289;d;female;01/02/2017;2;12
215;289;a;female;01/02/2017;1;14
215;289;f;female;01/02/2017;3;24
215;289;i;female;01/02/2017;1;32
215;289;f;female;01/02/2017;2;24
215;289;a;female;01/02/2017;3;14
216;216;c;female;30/01/2017;1;9
216;216;a;female;30/01/2017;2;14
216;216;e;female;30/01/2017;2;30
216;216;b;female;30/01/2017;1;22
216;216;d;female;30/01/2017;1;12
216;216;a;female;30/01/2017;3;14
217;61;g;female;15/02/2017;3;5
218;132;h;male;02/04/2017;1;26
218;132;d;male;02/04/2017;1;12
219;110;h;female;19/02/2017;3;26
219;110;f;female;19/02/2017;3;24
219;110;c;female;19/02/2017;3;9
219;110;a;female;19/02/2017;1;14
220;20;g;female;19/02/2017;2;5
220;20;f;female;19/02/2017;1;24
220;20;h;female;19/02/2017;1;26
220;20;d;female;19/02/2017;3;12
220;20;e;female;19/02/2017;3;30
220;20;f;female;19/02/2017;1;24
220;20;c;female;19/02/2017;2;9
220;20;b;female;19/02/2017;1;22
221;191;i;female;21/03/2017;2;32
221;191;e;female;21/03/2017;2;30
222;200;h;female;07/03/2017;3;26
222;200;e;female;07/03/2017;3;30
222;200;b;female;07/03/2017;3;22
222;200;b;female;07/03/2017;3;22
222;200;f;female;07/03/2017;2;24
223;258;e;female;18/01/2017;1;30
223;258;d;female;18/01/2017;3;12
223;258;e;female;18/01/2017;2;30
223;258;d;female;18/01/2017;2;12
223;258;e;female;18/01/2017;3;30
224;83;a;female;02/03/2017;2;14
224;83;e;female;02/03/2017;2;30
224;83;h;female;02/03/2017;1;26
224;83;e;female;02/03/2017;1;30
224;83;d;female;02/03/2017;2;12
225;293;h;female;15/01/2017;3;26
225;293;d;female;15/01/2017;3;12
226;222;b;male;12/01/2017;2;22
226;222;g;male;12/01/2017;1;5
226;222;g;male;12/01/2017;2;5
226;222;b;male;12/01/2017;2;22
226;222;e;male;12/01/2017;1;30
226;222;a;male;12/01/2017;3;14
227;85;h;male;08/02/2017;2;26
227;85;d;male;08/02/2017;2;12
227;85;b;male;08/02/2017;2;22
228;104;e;female;13/01/2017;3;30
228;104;g;female;13/01/2017;3;5
228;104;a;female;13/01/2017;2;14
228;104;g;female;13/01/2017;1;5
228;104;a;female;13/01/2017;1;14
229;98;d;female;29/01/2017;1;12
229;98;g;female;29/01/2017;1;5
229;98;f;female;29/01/2017;2;24
229;98;a;female;29/01/2017;1;14
229;98;g;female;29/01/2017;2;5
230;224;d;female;12/02/2017;2;12
230;224;g;female;12/02/2017;2;5
230;224;b;female;12/02/2017;1;22
230;224;c;female;12/02/2017;3;9
231;79;d;female;22/03/2017;2;12
231;79;a;female;22/03/2017;1;14
231;79;d;female;22/03/2017;2;12
231;79;f;female;22/03/2017;3;24
232;28;e;male;04/03/2017;3;30
232;28;g;male;04/03/2017;3;5
232;28;d;male;04/03/2017;2;12
233;123;f;female;16/01/2017;1;24
233;123;g;female;16/01/2017;3;5
233;123;g;female;16/01/2017;1;5
233;123;d;female;16/01/2017;3;12
234;6;h;male;01/04/2017;1;26
234;6;g;male;01/04/2017;3;5
234;6;e;male;01/04/2017;3;30
234;6;g;male;01/04/2017;2;5
235;28;e;male;03/04/2017;2;30
235;28;h;male;03/04/2017;2;26
236;259;d;male;11/01/2017;2;12
236;259;d;male;11/01/2017;2;12
236;259;i;male;11/01/2017;1;32
236;259;i;male;11/01/2017;1;32
236;259;e;male;11/01/2017;1;30
236;259;e;male;11/01/2017;3;30
236;259;g;male;11/01/2017;1;5
236;259;h;male;11/01/2017;1;26
237;238;b;male;30/03/2017;2;22
237;238;d;male;30/03/2017;2;12
238;293;b;female;01/04/2017;1;22
238;293;b;female;01/04/2017;3;22
238;293;d;female;01/04/2017;2;12
239;30;e;female;02/01/2017;1;30
239;30;a;female;02/01/2017;2;14
239;30;h;female;02/01/2017;1;26
239;30;i;female;02/01/2017;2;32
239;30;c;female;02/01/2017;2;9
239;30;a;female;02/01/2017;3;14
239;30;e;female;02/01/2017;3;30
240;118;h;male;04/04/2017;2;26
240;118;d;male;04/04/2017;3;12
240;118;g;male;04/04/2017;1;5
240;118;h;male;04/04/2017;1;26
241;146;a;male;25/03/2017;3;14
242;136;h;male;02/01/2017;3;26
242;136;d;male;02/01/2017;2;12
243;55;b;male;16/01/2017;3;22
243;55;a;male;16/01/2017;3;14
243;55;a;male;16/01/2017;3;14
243;55;i;male;16/01/2017;3;32
243;55;h;male;16/01/2017;3;26
244;195;g;female;05/02/2017;2;5
244;195;g;female;05/02/2017;2;5
244;195;a;female;05/02/2017;2;14
244;195;d;female;05/02/2017;1;12
244;195;h;female;05/02/2017;1;26
244;195;g;female;05/02/2017;2;5
244;195;f;female;05/02/2017;2;24
244;195;c;female;05/02/2017;3;9
244;195;a;female;05/02/2017;2;14
245;83;a;female;03/02/2017;2;14
246;29;a;male;02/04/2017;1;14
246;29;a;male;02/04/2017;1;14
246;29;e;male;02/04/2017;3;30
247;187;e;female;26/02/2017;2;30
247;187;e;female;26/02/2017;2;30
247;187;h;female;26/02/2017;1;26
247;187;a;female;26/02/2017;2;14
248;53;g;male;08/03/2017;1;5
248;53;e;male;08/03/2017;3;30
249;128;e;female;03/01/2017;3;30
249;128;g;female;03/01/2017;1;5
250;87;e;female;07/04/2017;1;30
250;87;f;female;07/04/2017;3;24
250;87;d;female;07/04/2017;2;12
250;87;d;female;07/04/2017;2;12
250;87;d;female;07/04/2017;1;12
250;87;a;female;07/04/2017;1;14
250;87;a;female;07/04/2017;1;14
250;87;c;female;07/04/2017;2;9
251;285;g;male;25/03/2017;3;5
251;285;g;male;25/03/2017;1;5
251;285;d;male;25/03/2017;2;12
251;285;g;male;25/03/2017;1;5
251;285;b;male;25/03/2017;3;22
252;217;h;female;27/03/2017;1;26
252;217;e;female;27/03/2017;2;30
253;65;f;female;10/03/2017;2;24
253;65;c;female;10/03/2017;3;9
253;65;h;female;10/03/2017;2;26
253;65;g;female;10/03/2017;2;5
254;262;f;female;02/03/2017;3;24
254;262;a;female;02/03/2017;2;14
254;262;h;female;02/03/2017;1;26
255;299;d;male;14/02/2017;2;12
255;299;g;male;14/02/2017;3;5
255;299;g;male;14/02/2017;1;5
255;299;g;male;14/02/2017;3;5
256;169;g;female;21/02/2017;3;5
256;169;e;female;21/02/2017;3;30
256;169;h;female;21/02/2017;3;26
256;169;c;female;21/02/2017;3;9
257;93;g;female;17/02/2017;2;5
257;93;e;female;17/02/2017;2;30
257;93;a;female;17/02/2017;3;14
257;93;b;female;17/02/2017;3;22
257;93;b;female;17/02/2017;2;22
258;128;d;female;05/04/2017;1;12
258;128;g;female;05/04/2017;3;5
258;128;a;female;05/04/2017;1;14
258;128;d;female;05/04/2017;2;12
259;268;g;male;23/03/2017;1;5
259;268;h;male;23/03/2017;2;26
259;268;h;male;23/03/2017;3;26
259;268;a;male;23/03/2017;1;14
259;268;d;male;23/03/2017;2;12
259;268;c;male;23/03/2017;2;9
259;268;a;male;23/03/2017;1;14
260;233;h;male;07/04/2017;3;26
260;233;a;male;07/04/2017;1;14
260;233;f;male;07/04/2017;3;24
260;233;h;male;07/04/2017;3;26
260;233;i;male;07/04/2017;3;32
260;233;f;male;07/04/2017;2;24
260;233;f;male;07/04/2017;2;24
260;233;b;male;07/04/2017;3;22
260;233;a;male;07/04/2017;2;14
261;43;g;male;03/02/2017;1;5
261;43;h;male;03/02/2017;3;26
261;43;g;male;03/02/2017;3;5
261;43;d;male;03/02/2017;3;12
261;43;f;male;03/02/2017;3;24
261;43;d;male;03/02/2017;1;12
261;43;c;male;03/02/2017;2;9
261;43;h;male;03/02/2017;1;26
261;43;a;male;03/02/2017;1;14
262;31;h;female;05/01/2017;3;26
262;31;a;female;05/01/2017;2;14
262;31;h;female;05/01/2017;1;26
262;31;d;female;05/01/2017;2;12
262;31;h;female;05/01/2017;2;26
262;31;a;female;05/01/2017;1;14
262;31;e;female;05/01/2017;2;30
263;144;b;female;27/03/2017;1;22
263;144;c;female;27/03/2017;2;9
263;144;g;female;27/03/2017;3;5
264;300;h;male;11/03/2017;3;26
264;300;d;male;11/03/2017;2;12
264;300;a;male;11/03/2017;1;14
264;300;g;male;11/03/2017;3;5
264;300;a;male;11/03/2017;1;14
265;120;g;male;16/03/2017;1;5
265;120;e;male;16/03/2017;2;30
265;120;d;male;16/03/2017;2;12
265;120;a;male;16/03/2017;1;14
265;120;h;male;16/03/2017;1;26
265;120;f;male;16/03/2017;2;24
265;120;d;male;16/03/2017;1;12
265;120;a;male;16/03/2017;2;14
266;77;e;female;01/02/2017;3;30
266;77;f;female;01/02/2017;1;24
266;77;h;female;01/02/2017;1;26
266;77;e;female;01/02/2017;3;30
266;77;h;female;01/02/2017;1;26
267;223;h;male;18/01/2017;2;26
267;223;h;male;18/01/2017;3;26
267;223;g;male;18/01/2017;1;5
268;262;g;female;10/03/2017;1;5
268;262;g;female;10/03/2017;1;5
268;262;i;female;10/03/2017;3;32
268;262;e;female;10/03/2017;3;30
268;262;b;female;10/03/2017;2;22
268;262;a;female;10/03/2017;2;14
268;262;f;female;10/03/2017;2;24
269;287;g;female;11/02/2017;3;5
269;287;a;female;11/02/2017;3;14
269;287;d;female;11/02/2017;2;12
269;287;d;female;11/02/2017;1;12
269;287;g;female;11/02/2017;1;5
269;287;a;female;11/02/2017;1;14
269;287;f;female;11/02/2017;2;24
270;293;a;female;24/01/2017;3;14
271;221;d;female;13/03/2017;2;12
271;221;e;female;13/03/2017;1;30
271;221;c;female;13/03/2017;3;9
271;221;g;female;13/03/2017;1;5
272;55;i;male;25/03/2017;1;32
272;55;d;male;25/03/2017;1;12
272;55;e;male;25/03/2017;2;30
272;55;a;male;25/03/2017;1;14
272;55;f;male;25/03/2017;1;24
272;55;f;male;25/03/2017;3;24
273;198;b;female;25/02/2017;3;22
273;198;g;female;25/02/2017;3;5
273;198;g;female;25/02/2017;1;5
273;198;i;female;25/02/2017;1;32
273;198;a;female;25/02/2017;3;14
273;198;e;female;25/02/2017;3;30
274;172;h;male;28/03/2017;3;26
274;172;d;male;28/03/2017;1;12
275;205;h;female;04/02/2017;2;26
275;205;a;female;04/02/2017;2;14
276;120;a;male;15/01/2017;3;14
276;120;a;male;15/01/2017;1;14
276;120;e;male;15/01/2017;2;30
276;120;g;male;15/01/2017;2;5
276;120;a;male;15/01/2017;3;14
276;120;c;male;15/01/2017;1;9
277;122;a;male;07/01/2017;2;14
277;122;e;male;07/01/2017;1;30
277;122;e;male;07/01/2017;3;30
277;122;f;male;07/01/2017;1;24
277;122;a;male;07/01/2017;1;14
278;127;g;male;01/04/2017;3;5
278;127;a;male;01/04/2017;3;14
278;127;d;male;01/04/2017;3;12
278;127;f;male;01/04/2017;3;24
278;127;g;male;01/04/2017;3;5
278;127;e;male;01/04/2017;2;30
278;127;a;male;01/04/2017;2;14
279;69;g;female;23/03/2017;2;5
279;69;h;female;23/03/2017;1;26
279;69;h;female;23/03/2017;2;26
279;69;d;female;23/03/2017;1;12
279;69;e;female;23/03/2017;3;30
279;69;b;female;23/03/2017;2;22
280;278;b;male;29/01/2017;2;22
280;278;h;male;29/01/2017;3;26
280;278;h;male;29/01/2017;3;26
281;59;h;female;18/01/2017;2;26
281;59;i;female;18/01/2017;2;32
281;59;g;female;18/01/2017;3;5
281;59;b;female;18/01/2017;1;22
281;59;g;female;18/01/2017;1;5
282;5;g;male;07/02/2017;1;5
282;5;g;male;07/02/2017;2;5
282;5;a;male;07/02/2017;2;14
282;5;a;male;07/02/2017;2;14
282;5;e;male;07/02/2017;2;30
282;5;d;male;07/02/2017;3;12
283;257;h;female;25/03/2017;3;26
283;257;b;female;25/03/2017;1;22
283;257;e;female;25/03/2017;2;30
284;70;c;female;24/03/2017;3;9
284;70;g;female;24/03/2017;3;5
284;70;b;female;24/03/2017;3;22
284;70;a;female;24/03/2017;2;14
284;70;e;female;24/03/2017;2;30
284;70;g;female;24/03/2017;3;5
285;228;b;female;27/03/2017;2;22
285;228;d;female;27/03/2017;2;12
285;228;e;female;27/03/2017;1;30
285;228;a;female;27/03/2017;3;14
286;101;h;male;01/04/2017;1;26
286;101;i;male;01/04/2017;2;32
286;101;d;male;01/04/2017;3;12
286;101;g;male;01/04/2017;3;5
286;101;d;male;01/04/2017;1;12
287;168;d;male;24/02/2017;1;12
287;168;g;male;24/02/2017;3;5
287;168;e;male;24/02/2017;2;30
288;171;a;female;06/01/2017;2;14
288;171;e;female;06/01/2017;2;30
288;171;i;female;06/01/2017;2;32
288;171;d;female;06/01/2017;3;12
288;171;g;female;06/01/2017;3;5
288;171;h;female;06/01/2017;1;26
288;171;a;female;06/01/2017;3;14
289;227;d;female;02/02/2017;2;12
289;227;e;female;02/02/2017;2;30
289;227;f;female;02/02/2017;1;24
289;227;d;female;02/02/2017;2;12
290;128;f;female;27/03/2017;2;24
290;128;a;female;27/03/2017;3;14
290;128;e;female;27/03/2017;3;30
290;128;c;female;27/03/2017;1;9
290;128;a;female;27/03/2017;3;14
290;128;h;female;27/03/2017;2;26
290;128;g;female;27/03/2017;2;5
290;128;a;female;27/03/2017;1;14
291;240;b;female;29/03/2017;1;22
291;240;h;female;29/03/2017;2;26
291;240;a;female;29/03/2017;2;14
291;240;d;female;29/03/2017;3;12
291;240;d;female;29/03/2017;3;12
292;58;b;female;21/01/2017;3;22
292;58;c;female;21/01/2017;1;9
293;8;i;male;02/04/2017;3;32
293;8;d;male;02/04/2017;2;12
293;8;a;male;02/04/2017;2;14
293;8;a;male;02/04/2017;1;14
293;8;b;male;02/04/2017;2;22
293;8;g;male;02/04/2017;3;5
293;8;g;male;02/04/2017;2;5
294;27;h;female;06/04/2017;2;26
294;27;g;female;06/04/2017;3;5
294;27;g;female;06/04/2017;2;5
295;15;d;female;24/03/2017;3;12
295;15;e;female;24/03/2017;1;30
296;300;a;male;07/04/2017;1;14
296;300;g;male;07/04/2017;1;5
296;300;a;male;07/04/2017;1;14
296;300;h;male;07/04/2017;2;26
297;297;d;female;22/01/2017;3;12
297;297;e;female;22/01/2017;3;30
297;297;h;female;22/01/2017;1;26
297;297;a;female;22/01/2017;2;14
297;297;a;female;22/01/2017;3;14
297;297;d;female;22/01/2017;2;12
297;297;h;female;22/01/2017;3;26
297;297;i;female;22/01/2017;2;32
297;297;h;female;22/01/2017;3;26
298;251;b;male;17/03/2017;1;22
298;251;a;male;17/03/2017;3;14
298;251;h;male;17/03/2017;2;26
298;251;a;male;17/03/2017;3;14
299;296;g;female;06/02/2017;3;5
300;217;f;female;09/04/2017;3;24
300;217;a;female;09/04/2017;1;14
300;217;h;female;09/04/2017;2;26
301;55;c;male;26/03/2017;3;9
301;55;g;male;26/03/2017;1;5
301;55;e;male;26/03/2017;3;30
301;55;e;male;26/03/2017;3;30
302;142;f;male;16/01/2017;3;24
302;142;b;male;16/01/2017;2;22
302;142;h;male;16/01/2017;2;26
302;142;h;male;16/01/2017;1;26
303;83;i;female;28/03/2017;3;32
303;83;g;female;28/03/2017;3;5
303;83;a;female;28/03/2017;1;14
304;274;b;female;11/02/2017;3;22
304;274;g;female;11/02/2017;2;5
304;274;h;female;11/02/2017;1;26
304;274;f;female;11/02/2017;2;24
304;274;d;female;11/02/2017;2;12
304;274;e;female;11/02/2017;3;30
304;274;f;female;11/02/2017;3;24
304;274;d;female;11/02/2017;1;12
305;41;h;female;23/03/2017;1;26
305;41;b;female;23/03/2017;2;22
305;41;c;female;23/03/2017;3;9
305;41;a;female;23/03/2017;3;14
305;41;a;female;23/03/2017;3;14
306;115;d;male;08/01/2017;1;12
306;115;f;male;08/01/2017;2;24
306;115;f;male;08/01/2017;3;24
306;115;i;male;08/01/2017;1;32
306;115;f;male;08/01/2017;3;24
307;33;f;female;07/04/2017;1;24
307;33;a;female;07/04/2017;1;14
307;33;h;female;07/04/2017;3;26
307;33;c;female;07/04/2017;1;9
307;33;a;female;07/04/2017;1;14
307;33;d;female;07/04/2017;2;12
308;55;h;male;31/03/2017;1;26
308;55;b;male;31/03/2017;2;22
308;55;f;male;31/03/2017;1;24
308;55;e;male;31/03/2017;3;30
309;110;h;female;04/04/2017;3;26
309;110;g;female;04/04/2017;1;5
309;110;h;female;04/04/2017;2;26
309;110;e;female;04/04/2017;2;30
309;110;e;female;04/04/2017;2;30
309;110;e;female;04/04/2017;1;30
310;87;g;female;05/02/2017;1;5
310;87;h;female;05/02/2017;2;26
310;87;g;female;05/02/2017;1;5
311;73;d;male;29/01/2017;2;12
311;73;a;male;29/01/2017;3;14
311;73;e;male;29/01/2017;3;30
311;73;h;male;29/01/2017;2;26
311;73;b;male;29/01/2017;1;22
311;73;a;male;29/01/2017;1;14
312;149;h;male;18/03/2017;2;26
312;149;g;male;18/03/2017;3;5
312;149;a;male;18/03/2017;3;14
313;75;f;female;10/03/2017;1;24
313;75;f;female;10/03/2017;2;24
313;75;d;female;10/03/2017;2;12
313;75;d;female;10/03/2017;3;12
314;63;a;male;03/01/2017;1;14
314;63;b;male;03/01/2017;2;22
314;63;f;male;03/01/2017;3;24
314;63;a;male;03/01/2017;1;14
314;63;i;male;03/01/2017;1;32
315;4;g;male;02/03/2017;1;5
315;4;b;male;02/03/2017;3;22
315;4;a;male;02/03/2017;3;14
315;4;g;male;02/03/2017;3;5
316;158;d;female;17/03/2017;2;12
316;158;h;female;17/03/2017;1;26
316;158;g;female;17/03/2017;2;5
316;158;e;female;17/03/2017;1;30
316;158;f;female;17/03/2017;3;24
